source_degree_centrality,target_degree_centrality,pref_attach,aai,jacard_coeff,res_all,overl_title,temp_diff,comm_author,sim
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.009352252653989757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.031735854502765184
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.3491201936997849
0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.16647935310135578
0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.026923196102686318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.002523336250665111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.036196626675421055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.005429453274617749
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2392607055438038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.04996007965330594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.023760821782003783
0.003735473159933591,0.0041505257332595455,810.0,3.483469704780551,0.32558139534883723,0.27678226433303105,1.0,0.0,0.0,0.09433378471279341
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.03134746891015483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.007425799556865547
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.04214200081684234
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.1360770703586014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038520512713728586
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5212952806986332
0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.4004656607207936
0.005810736026563365,0.017017155506364137,5166.0,2.3132188539236496,0.06451612903225806,0.17640281668004903,0.0,1.0,0.0,0.060185388787430086
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.015151342561763847
0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.09492241992257013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1629152286638377
0.0015218594355285002,0.0033204205866076367,264.0,2.521302081261954,0.2962962962962963,0.353102582800761,0.0,1.0,1.0,0.1777041491794894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.012054290731186867
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032231422669367786
0.0008301051466519092,0.003458771444382955,150.0,1.8341488315810366,0.19230769230769232,0.3471916971916972,1.0,2.0,2.0,0.18545268403616946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006696614011554489
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.019069399636710255
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.043312984390306834
0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.009914782653654506
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,1.0,0.023864513038425995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.021322591146969185
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.02578326875890894
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.034390243988325714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.12165719408631748
0.0015218594355285002,0.014941892639734364,1188.0,1.0793611162663028,0.034782608695652174,0.1164502901228565,1.0,1.0,0.0,0.06712063406263372
0.002767017155506364,0.008992805755395683,1300.0,2.8734517145451894,0.13333333333333333,0.3527844734336673,1.0,4.0,0.0,0.2845091059707617
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0193791456192903
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.010941347965209382
0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.1526911558915054
0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.14278782938274398
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.18582005111732158
0.005534034311012728,0.0053956834532374095,1560.0,0.846053617644788,0.05333333333333334,0.036405226868897175,1.0,0.0,0.0,0.017570655549012115
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12213559245377578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07465580377919107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07435811392667796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04971710586594423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.012746621681064295
0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.12531857340877156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1009842324091575
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0332075357185965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.00394795229866566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04077454305284013
0.001383508577753182,0.00691754288876591,500.0,2.4095035186882123,0.15384615384615385,0.3053979029878464,3.0,0.0,0.0,0.3878981342496953
0.01923076923076923,0.002767017155506364,2780.0,2.217363502488049,0.06,0.2000868854771544,1.0,0.0,0.0,0.00973767532172595
0.007194244604316546,0.01162147205312673,4368.0,6.802642771889749,0.24770642201834864,0.5300969321688216,0.0,3.0,0.0,0.06893198546862753
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.044056974122483605
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.049119278038888436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.01834768908882269
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009860638921830752
0.0038738240177089095,0.012728278915329273,2576.0,1.8611486804261812,0.08108108108108109,0.10322653025573658,1.0,1.0,0.0,0.0649542516013703
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.02050466729052591
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.055349281418056145
0.0,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,0.0,0.0326900480250076
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.02541008952692464
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.09139452354873112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.03202060237986516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.004859817705639878
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02696955849780589
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0032601565882061393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.03403062803617783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.020306025685422013
0.0033204205866076367,0.002213613724405091,384.0,3.5791680394479823,0.3793103448275862,0.5188236477196433,0.0,1.0,0.0,0.04116428906795811
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.07850426520928466
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.006087437742114001,0.010929717764250137,3476.0,5.852006184768715,0.23,0.4812926904073323,1.0,2.0,0.0,0.1768625570392028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.05971555557209863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06597028007967336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.07826864013925333
0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.010338657036195185
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.1287849446474577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.015789278903966367
0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.11577551857603702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.005257332595462091,0.007055893746541228,1887.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04997112730456705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.01871767158798837
0.0031820697288323183,0.003597122302158273,598.0,1.4907364744672413,0.11363636363636363,0.21352897748246585,2.0,2.0,0.0,0.18473916859448197
0.0031820697288323183,0.0024903154399557276,414.0,2.3941068338904294,0.20588235294117646,0.3844745008907208,0.0,1.0,0.0,0.10689600200580557
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0204744023602226
0.0020752628666297727,0.003735473159933591,405.0,0.7602188588224272,0.07692307692307693,0.06361936550615796,0.0,0.0,0.0,0.18239133420514966
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.023433431962750207
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.057124215434526594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.017201106060778695
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.021204239620986554
0.007885998893193137,0.002213613724405091,912.0,0.0,0.0,0.0,0.0,2.0,0.0,0.002412571839157105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.08163219781295458
0.003458771444382955,0.004565578306585501,800.0,1.5053554362894228,0.14,0.09273446798555623,0.0,3.0,0.0,0.06373849360122788
0.0026286662977310455,0.007470946319867182,1026.0,3.583625988110848,0.21666666666666667,0.3995063061715995,3.0,1.0,0.0,0.2000707593489579
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.12687022385159288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11010212070375856
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.07612351059441108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.25650731226752155
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19882084381634338
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01096242571055216
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.09823956521997058
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0021778613847769066
0.005672385168788046,0.005672385168788046,1681.0,1.42054188629874,0.07894736842105263,0.10897871724078109,0.0,1.0,0.0,0.10053673940719075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1371498971261563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.11011224136175962
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09381710936774845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.008108005750046906
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05490024702523808
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.014896689061286827
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5222496743472844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.05795617083676926
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03731001744489886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2973834015869301
0.0020752628666297727,0.034726065301604866,3765.0,0.7623610923192552,0.011406844106463879,0.06881293057763646,0.0,0.0,0.0,0.04546292179072518
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.020222412831185775
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17871918762964661
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.10619460797686668
0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.17037034144215787
0.0005534034311012728,0.008301051466519091,240.0,1.2352458628142324,0.03225806451612903,0.39285714285714285,0.0,0.0,0.0,0.16767589301228883
0.006087437742114001,0.018123962368566685,5764.0,1.7965170357085212,0.04790419161676647,0.10289978966625196,4.0,2.0,0.0,0.1379319255815355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030443080757156977
0.011483121195351411,0.0033204205866076367,1992.0,3.572019725588236,0.15053763440860216,0.3246059692843404,1.0,0.0,0.0,0.1511043058794186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.01671280855715006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047038305416705
0.006225788599889319,0.0020752628666297727,675.0,0.21315835557367352,0.01694915254237288,0.009174311926605505,0.0,-2.0,0.0,0.02561968226185265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.23522905645820716
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0794250034697242
0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.007763590801886764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.03281394086962838
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.18600595738113965
0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.2702937846815872
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14544287595797822
0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.06463137904718158
0.024073049252905366,0.004980630879911455,6264.0,1.3339816854635156,0.024390243902439025,0.14287514134061446,0.0,3.0,0.0,0.08299302050923299
0.0029053680132816824,0.0023519645821804096,357.0,0.0,0.0,0.0,0.0,2.0,0.0,0.01766377341279457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.022913060470138247
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.04179119974316235
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.01845816053436956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.010323928519665715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.04069517190720205
0.009822910902047592,0.007194244604316546,3640.0,6.947200376760218,0.32608695652173914,0.4526642973451144,0.0,0.0,0.0,0.051527521551704154
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0818721867964316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.06388324091679284
0.0041505257332595455,0.029745434421693414,6450.0,0.6317587909040576,0.00823045267489712,0.0875,1.0,3.0,0.0,0.03913435591054504
0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,0.012626162873463301
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.00988281840920202
0.006502490315439955,0.009131156613171001,3102.0,5.504467730233364,0.2988505747126437,0.2687271758333473,2.0,0.0,0.0,0.010621764700283354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09362871492833072
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.02417108861770347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.01885390057835435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03412942024711394
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
0.006225788599889319,0.019507470946319865,6345.0,4.258166613828969,0.11377245508982035,0.25692145410036676,0.0,1.0,0.0,0.14604413790657458
0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.03825277837927582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.09630484594027766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.006140509737492396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20012735314646357
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.012335529872141801
